2026-05-23 11:02:24,B,A,000km/h,6.722485,79.907490,1,20260523-190154-068420.MP4
2026-05-23 11:02:26,B,A,000km/h,6.722480,79.907495,0,20260523-190154-068420.MP4
2026-05-23 11:02:27,B,A,000km/h,6.722423,79.907522,0,20260523-190154-068420.MP4
2026-05-23 11:02:28,B,A,000km/h,6.722468,79.907503,0,20260523-190154-068420.MP4
2026-05-23 11:02:29,B,A,000km/h,6.722477,79.907507,0,20260523-190154-068420.MP4
2026-05-23 11:02:30,B,A,000km/h,6.722478,79.907512,0,20260523-190154-068420.MP4
2026-05-23 11:02:31,B,A,000km/h,6.722478,79.907516,0,20260523-190154-068420.MP4
2026-05-23 11:02:32,B,A,000km/h,6.722477,79.907518,0,20260523-190154-068420.MP4
2026-05-23 11:02:33,B,A,000km/h,6.722475,79.907521,0,20260523-190154-068420.MP4
2026-05-23 11:02:34,B,A,000km/h,6.722473,79.907523,0,20260523-190154-068420.MP4
2026-05-23 11:02:35,B,A,000km/h,6.722472,79.907527,0,20260523-190154-068420.MP4
2026-05-23 11:02:36,B,A,000km/h,6.722466,79.907534,0,20260523-190154-068420.MP4
2026-05-23 11:02:37,B,A,000km/h,6.722465,79.907536,0,20260523-190154-068420.MP4
2026-05-23 11:02:38,B,A,000km/h,6.722464,79.907538,0,20260523-190154-068420.MP4
2026-05-23 11:02:40,B,A,000km/h,6.722465,79.907537,0,20260523-190154-068420.MP4
2026-05-23 11:02:41,B,A,000km/h,6.722468,79.907535,0,20260523-190154-068420.MP4
2026-05-23 11:02:42,B,A,000km/h,6.722470,79.907533,0,20260523-190154-068420.MP4
2026-05-23 11:02:43,B,A,000km/h,6.722473,79.907530,0,20260523-190154-068420.MP4
2026-05-23 11:02:44,B,A,000km/h,6.722476,79.907528,0,20260523-190154-068420.MP4
2026-05-23 11:02:45,B,A,000km/h,6.722478,79.907526,0,20260523-190154-068420.MP4
2026-05-23 11:02:46,B,A,000km/h,6.722481,79.907523,0,20260523-190154-068420.MP4
2026-05-23 11:02:47,B,A,000km/h,6.722484,79.907522,0,20260523-190154-068420.MP4
2026-05-23 11:02:48,B,A,000km/h,6.722486,79.907520,0,20260523-190154-068420.MP4
2026-05-23 11:02:49,B,A,000km/h,6.722488,79.907518,0,20260523-190154-068420.MP4
2026-05-23 11:02:50,B,A,000km/h,6.722491,79.907516,0,20260523-190154-068420.MP4
2026-05-23 11:02:51,B,A,000km/h,6.722493,79.907514,0,20260523-190154-068420.MP4
2026-05-23 11:02:52,B,A,000km/h,6.722495,79.907513,0,20260523-190154-068420.MP4
2026-05-23 11:02:53,B,A,000km/h,6.722497,79.907511,0,20260523-190154-068420.MP4
2026-05-23 11:02:54,B,A,000km/h,6.722499,79.907510,0,20260523-190154-068420.MP4
2026-05-23 11:02:55,B,A,000km/h,6.722501,79.907508,0,20260523-190154-068420.MP4
2026-05-23 11:02:56,B,A,000km/h,6.722503,79.907506,0,20260523-190154-068420.MP4
